name,adres,website,telefoon,reviews_count,reviews_average,latitude,longitude
Restaurant Eetcafé Grill Tropical,"Middenbaan Noord 52, 3191 EH Hoogvliet Rotterdam",eetcafetropical-hoogvliet.nl,010 416 0686,227,3.6,51.8706989,4.227055
Sushi & Grill Restaurant Goya,"Rijkeeplein 11, 3191 VD Hoogvliet Rotterdam",sushigoya.nl,010 237 3391,1316,4.0,51.8706989,4.227055
Brasserie Me Moeder,"Cloese 203, 3191 ED Hoogvliet Rotterdam",,010 295 9292,581,4.3,51.8706989,4.227055
Eten To Go,"Wilhelm Tellplaats 1, 3194 HS Hoogvliet Rotterdam",etentogo.nl,010 229 9351,88,3.4,51.8706989,4.227055
Mister Wong,"Middenbaan Noord 136, 3191 EL Hoogvliet Rotterdam",mister-wong.nl,010 438 6965,500,3.9,51.8706989,4.227055
Sense of China,"Middenbaan Noord 202, 3191 EL Hoogvliet Rotterdam",senseofchina.nl,010 438 3588,1263,4.3,51.8706989,4.227055
t Tramhuys Hoogvliet,"Groene Kruisweg 819, 3191 VC Hoogvliet Rotterdam",tramhuyshvt.nl,010 223 2422,353,4.3,51.8706989,4.227055
La Cocotte,"Nieuwe Langeweg 21, 3194 DC Hoogvliet Rotterdam",lacocotte.nl,010 416 2473,791,4.3,51.8706989,4.227055
Brasserie Me Moeder,"Cloese 203, 3191 ED Hoogvliet Rotterdam",,010 295 9292,581,4.3,51.8706989,4.227055
Brasserie Me Moeder,"Cloese 203, 3191 ED Hoogvliet Rotterdam",,010 295 9292,581,4.3,51.8607632,4.3424188
SAKURA Hoogvliet,"Aveling 233, 3193 LE Hoogvliet Rotterdam",sakurahoogvliet.nl,010 438 8881,317,4.9,51.8650692,4.3209636
Restaurant Eetcafé Grill Tropical,"Middenbaan Noord 52, 3191 EH Hoogvliet Rotterdam",eetcafetropical-hoogvliet.nl,010 416 0686,227,3.6,51.8650692,4.3209636
Sushi & Grill Restaurant Goya,"Rijkeeplein 11, 3191 VD Hoogvliet Rotterdam",sushigoya.nl,010 237 3391,1316,4.0,51.8650692,4.3209636
La Cocotte,"Nieuwe Langeweg 21, 3194 DC Hoogvliet Rotterdam",lacocotte.nl,010 416 2473,791,4.3,51.8650692,4.3209636
Eetcafé Eddy,"Kruisnetlaan 329, 3192 KB Hoogvliet Rotterdam",eetcafeeddy.nl,010 416 4451,170,4.1,51.8650692,4.3209636
Brasserie Me Moeder,"Cloese 203, 3191 ED Hoogvliet Rotterdam",,010 295 9292,581,4.3,51.8650692,4.3209636
Restaurant La Caleta,"Raadhuisplein 4A, 3181 CG Rozenburg",lacaleta.nl,0181 214 342,327,4.4,51.9033735,4.2394678
't hofplein eten & drinken,"Molenweg 55, 3181 AT Rozenburg",thofplein.nl,06 51128036,151,4.4,51.9033735,4.2394678
LEEN Restaurant & Club,"Molenweg 26, 3181 AT Rozenburg",clubleen.nl,0181 859 779,224,4.5,51.9047468,4.230913
Hotel Rozenburg-Brasserie Noortje,"Emmastraat 26, 3181 GE Rozenburg",hotel-rozenburg.nl,0181 212 121,247,4.3,51.9047468,4.230913
Cafetaria Familieland Rozenburg,"Molenweg 45, 3181 AT Rozenburg",,0181 218 718,151,4.2,51.9047468,4.230913
Chinees Indisch Restaurant Ni-Hau,"Molenweg 69, 3181 AT Rozenburg",foodtown.nl,0181 213 666,107,3.8,51.9047468,4.230913
Restaurant La Caleta,"Raadhuisplein 4A, 3181 CG Rozenburg",lacaleta.nl,0181 214 342,327,4.4,51.9047468,4.230913
't hofplein eten & drinken,"Molenweg 55, 3181 AT Rozenburg",thofplein.nl,06 51128036,151,4.4,51.9047468,4.230913
Cafetaria Familieland Rozenburg,"Molenweg 45, 3181 AT Rozenburg",,0181 218 718,151,4.2,51.9047468,4.230913
Eten & Zo,"Amerikaweg 1, 2717 AV Zoetermeer",etenenzozoetermeer.nl,079 320 0530,4179,4.2,52.0562559,4.4483797
Le Club BBQ Restaurant,"Dorpsstraat 114a, 2712 AN Zoetermeer",leclubbbq.nl,079 785 1565,583,4.5,52.0645487,4.3918189
Pizzeria Alvero,"Paul Scholtenrode 55, 2717 HC Zoetermeer",pizzeriaalvero.nl,079 785 1383,164,3.4,52.0645487,4.3918189
Bonjour Vietnam,"Plaats 17, 2711 AW Zoetermeer",bonjourvietnam.nl,079 360 8780,408,4.5,52.0645487,4.3918189
Restaurant Bo & Ro,"Dorpsstraat 2a, 2712 AK Zoetermeer",bo-ro.nl,079 888 1223,676,4.5,52.0645487,4.3918189
Zaytoona,"Dorpsstraat 99B, 2712 AE Zoetermeer",zaytoona.nl,06 84539023,434,4.8,52.0645487,4.3918189
Eten & Zo,"Amerikaweg 1, 2717 AV Zoetermeer",etenenzozoetermeer.nl,079 320 0530,4179,4.2,52.0645487,4.3918189
Restaurant Hudson Zoetermeer,"Hugo de Grootlaan 2, 2729 NC Zoetermeer",restauranthudson.nl,079 740 0040,1603,4.1,52.0728396,4.4910099
Restaurant De Beren Zoetermeer,"Aziëweg 5, 2725 KE Zoetermeer",beren.nl,079 870 0466,2146,4.0,52.0728396,4.4910099
Bregje Zoetermeer,"Oostwaarts 27, 2711 BA Zoetermeer",bregje.nl,079 303 0362,1095,3.7,52.0728396,4.4910099
SHABU SHABU Zoetermeer,"Denemarkenlaan 83, 2711 EN Zoetermeer",shabushabu.nl,079 342 5632,2067,4.3,52.0619898,4.4583088
La Cubanita Zoetermeer,"Oostwaarts 19, 2711 BA Zoetermeer",lacubanita.nl,079 319 0806,1080,3.9,52.0619898,4.4583088
Restaurant Hudson Zoetermeer,"Hugo de Grootlaan 2, 2729 NC Zoetermeer",restauranthudson.nl,079 740 0040,1603,4.1,52.0655596,4.382823
Restaurant Hudson Zoetermeer,"Aziëweg 5, 2725 KE Zoetermeer",beren.nl,079 870 0466,2146,4.0,52.0655596,4.382823
Bregje Zoetermeer,"Oostwaarts 27, 2711 BA Zoetermeer",bregje.nl,079 303 0362,1095,3.7,52.0622551,4.4739946
SHABU SHABU Zoetermeer,"Denemarkenlaan 83, 2711 EN Zoetermeer",shabushabu.nl,079 342 5632,2067,4.3,52.0622551,4.4739946
La Cubanita Zoetermeer,"Oostwaarts 19, 2711 BA Zoetermeer",lacubanita.nl,079 319 0806,1080,3.9,52.0622551,4.4739946
Restaurant Hudson Zoetermeer,"Hugo de Grootlaan 2, 2729 NC Zoetermeer",restauranthudson.nl,079 740 0040,1603,4.1,52.0622551,4.4739946
Restaurant De Beren Zoetermeer,"Aziëweg 5, 2725 KE Zoetermeer",beren.nl,079 870 0466,2146,4.0,52.068423,4.5077418
Bregje Zoetermeer,"Oostwaarts 27, 2711 BA Zoetermeer",bregje.nl,079 303 0362,1095,3.7,52.083994,4.4800941
Restaurant Hudson Zoetermeer,"Hugo de Grootlaan 2, 2729 NC Zoetermeer",restauranthudson.nl,079 740 0040,1603,4.1,52.0619898,4.4583088
Restaurant De Beren Zoetermeer,"Aziëweg 5, 2725 KE Zoetermeer",beren.nl,079 870 0466,2146,4.0,52.068423,4.4931277
Bregje Zoetermeer,"Oostwaarts 27, 2711 BA Zoetermeer",bregje.nl,079 303 0362,1095,3.7,52.068423,4.4931277
Vishandel Oosterheem,"Oosterheemplein 412, 2721 NG Zoetermeer",,079 785 3999,205,4.6,52.0619862,4.4583088
Vishandel Oosterheem,"Oosterheemplein 412, 2721 NG Zoetermeer",,079 785 3999,205,4.6,52.060381,4.5049601
Grieks Restaurant Olivia,"Westerschelde 370, 2721 NN Zoetermeer",oliviaoosterheem.nl,079 888 4198,433,4.6,52.060381,4.5049601
Mas Dushi Ku Lekker (Zoetermeer),"Newtonstraat 61, 2723 RL Zoetermeer",masdushikulekker.nl,06 25302863,15,4.9,52.060381,4.5049601
Bradazz,"Willem Dreeslaan 182, 2729 NK Zoetermeer",bradazz.nl,079 360 2666,121,4.3,52.0609425,4.4864252
مطعم البوادي Albwadi restaurant,"Sullivanlijn 25, 2728 BR Zoetermeer",albawadi.nl,06 87317423,31,4.9,52.0609425,4.4864252
Vishandel Oosterheem,"Oosterheemplein 412, 2721 NG Zoetermeer",,079 785 3999,205,4.6,52.0609425,4.4864252
Restaurant Hudson Zoetermeer,"Hugo de Grootlaan 2, 2729 NC Zoetermeer",restauranthudson.nl,079 740 0040,1603,4.1,52.060381,4.5049601
Tapasbar Plan B,,,,538,4.3,51.585688,4.7648384
Blue Dog Breda,,,,275,4.6,51.589731,4.7403641
Passion,"Brabantplein 16, 4817 LR Breda",passion.sitedish.shop,076 230 5333,13,4.8,51.589731,4.7403641
HFC Breda,"Brabantplein 31, 4817 LR Breda",hfcnederland.nl,076 785 1420,353,4.0,51.5909015,4.7654682
Restaurant La Luna,"Boschstraat 86, 4811 GJ Breda",lalunarestaurant.nl,076 532 3994,132,4.5,51.5909015,4.7654682
Restaurant Da Vinci | Restaurant Pizzeria Breda,"Brabantplein 33, 4817 LR Breda",davincirestaurant.nl,076 522 0046,119,4.8,51.5905219,4.7467612
Tapasbar Plan B,"Kasteelplein 2, 4811 XC Breda",tapasbarplanb.nl,06 28404394,538,4.3,51.5905219,4.7467612
Blue Dog Breda,"Karnemelkstraat 20a, 4811 KJ Breda",bluedogbreda.nl,076 303 0525,275,4.6,51.5905219,4.7467612
Passion,"Brabantplein 16, 4817 LR Breda",passion.sitedish.shop,076 230 5333,13,4.8,51.5905219,4.7467612
Prinsenbeek,"Markt, 4841 AC Prinsenbeek",,076 541 9458,21,4.7,51.5904913,4.6849603
Brasserie Boschdal,"Weimersedreef 19, 4841 KG Prinsenbeek",brasserieboschdal.nl,076 700 2976,48,4.7,51.6011338,4.574302
Eetcafé de Swaen,"Markt 29, 4841 AA Prinsenbeek",eetcafedeswaen.nl,076 541 8805,351,4.4,51.6011338,4.574302
Restaurant Pasta & Pesto,"Markt 10, 4841 AC Prinsenbeek",pastaenpesto.nl,076 541 2207,385,4.3,51.6011338,4.574302
Janssen en Van Dongen,"Loopstraat 4, 4841 AD Prinsenbeek",janssenenvandongen.nl,076 303 6295,91,4.6,51.6011338,4.574302
Sushi Eight Prinsenbeek,"Markt 21, 4841 AA Prinsenbeek",sushi-eight.nl,06 47225216,66,4.8,51.6011338,4.574302
